4,-33,-43,1371
4,-33,-43,1372
4,-33,-43,1371
4,-33,-43,1372
9,-6,-41,1371
9,-6,-41,1286
9,-6,-41,1285
9,-6,-41,1286
-2,200,-21,1286
-2,200,-21,1457
-2,200,-21,1457
-23,287,-4,1457
-23,287,-4,1457
-23,287,-4,1458
-23,287,-4,1457
-36,345,10,1457
-36,345,10,1457
-36,345,10,1457
-36,345,10,1457
-41,404,28,1457
-41,404,28,1458
-41,404,28,1457
-34,464,47,1457
-34,464,47,1457
-34,464,47,1457
-34,464,47,1457
-20,525,70,1457
-20,525,70,1458
-20,525,70,1457
-20,525,70,1457
-1,582,99,1457
-1,582,99,1371
-1,582,99,1372
-1,582,132,1371
9,620,132,1457
9,620,132,1372
9,620,132,1371
2,641,171,1372
2,641,171,1371
2,641,171,1372
2,641,171,1371
-10,629,213,1371
-10,629,213,1543
-10,629,213,1543
-10,629,213,1543
-6,589,252,1543
-6,589,252,1457
-6,589,252,1457
20,523,280,1457
20,523,280,1457
20,523,280,1458
20,523,280,1457
62,433,295,1457
62,433,295,1457
62,433,295,1457
62,433,295,1457
106,338,309,1457
106,338,309,1543
106,338,309,1543
130,236,318,1543
130,236,318,1543
130,236,318,1543
130,236,318,1543
160,121,308,1542
160,121,308,1543
160,121,308,1543
192,10,293,1543
192,10,293,1457
192,10,293,1457
192,10,293,1457
207,-94,271,1458
207,-94,271,1542
207,-94,271,1543
206,-196,245,1543
206,-196,245,1629
206,-196,245,1628
202,-196,221,1629
202,-301,221,1628
202,-301,221,1629
202,-301,221,1629
210,-410,201,1628
210,-410,201,1629
210,-410,201,1628
236,-526,180,1629
236,-526,180,1628
236,-526,180,1629
262,-641,152,1629
262,-641,152,1628
262,-641,152,1629
262,-641,152,1628
264,-738,126,1629
264,-738,126,1628
264,-738,126,1630
242,-820,97,1628
242,-820,97,1542
242,-820,97,1543
208,-880,72,1543
208,-880,72,1543
208,-880,72,1543
208,-880,72,1543
169,-927,39,1543
169,-927,39,1542
169,-927,39,1543
134,-968,-1,1543
134,-968,-1,1543
134,-968,-1,1543
134,-968,-1,1543
103,-1022,-52,1543
103,-1022,-52,1714
103,-1022,-52,1714
79,-1105,-114,1714
79,-1105,-114,1715
79,-1105,-114,1714
69,-1222,-176,1714
69,-1222,-176,1715
69,-1222,-176,1714
80,-1376,-238,1714
80,-1376,-238,1714
80,-1376,-238,1715
106,-1564,-299,1714
106,-1564,-299,1800
106,-1564,-299,1800
140,-1785,-364,1800
140,-1785,-364,1801
140,-1785,-364,1799
172,-2040,-421,1800
172,-2040,-421,1800
172,-2040,-421,1800
216,-2254,-478,1801
216,-2254,-478,1799
216,-2254,-478,1800
265,-2288,-542,1800
265,-2288,-542,1800
265,-2288,-542,1801
301,-2288,-608,1799
301,-2288,-608,1800
301,-2288,-608,1800
313,-2288,-674,1800
313,-2288,-674,1801
313,-2288,-674,1799
315,-2288,-730,1800
315,-2288,-730,1800
315,-2288,-730,1800
316,-2288,-775,1801
316,-2288,-775,1799
316,-2288,-775,1800
305,-2288,-799,1800
305,-2288,-799,1800
305,-2288,-799,1801
282,-2288,-815,1799
282,-2288,-815,1800
282,-2288,-815,1800
228,-2288,-824,1800
228,-2288,-824,1801
228,-2288,-824,1799
133,-2288,-811,1800
133,-2288,-811,1800
133,-2288,-811,1800
-3,-2288,-773,1801
-3,-2288,-773,1713
-3,-2288,-773,1715
-161,-2288,-723,1714
-161,-2288,-723,1886
-161,-2288,-723,1885
-286,-2288,-669,1886
-286,-2288,-669,1886
-335,-2288,-601,1885
-335,-2288,-601,1886
-335,-2288,-601,1886
-286,-2288,-528,1886
-286,-2288,-528,1885
-286,-2288,-528,1887
-148,-2288,-450,1885
-148,-2288,-450,1885
-148,-2288,-450,1886
42,-2288,-362,1886
42,-2288,-362,1714
42,-2288,-362,1714
249,-2288,-267,1715
249,-2288,-267,1800
249,-2288,-267,1800
449,-2288,-187,1800
449,-2288,-187,1800
449,-2288,-187,1800
620,-2288,-146,1800
620,-2288,-146,1800
620,-2288,-146,1800
720,-2288,-152,1800
720,-2288,-152,1800
720,-2288,-152,1800
720,-2288,-185,1800
720,-2288,-185,1800
720,-2288,-185,1800
671,-2288,-223,1800
671,-2288,-223,1800
671,-2288,-223,1800
618,-2288,-251,1800
618,-2288,-251,1800
618,-2288,-251,1800
581,-2288,-260,1800
581,-2288,-260,1800
581,-2288,-260,1800
563,-2288,-242,1800
563,-2288,-242,1800
563,-2288,-242,1800
557,-2288,-201,1800
557,-2288,-201,1800
557,-2288,-201,1800
561,-2274,-143,1800
561,-2274,-143,1800
561,-2274,-74,1800
565,-2132,-74,1715
565,-2132,-74,1713
565,-2132,-74,1715
573,-1908,0,1714
573,-1908,0,1543
573,-1908,0,1543
567,-1647,84,1542
567,-1647,84,1629
567,-1647,84,1629
509,-1341,156,1628
509,-1341,156,1714
509,-1341,156,1715
393,-1010,206,1714
393,-1010,206,1714
393,-1010,206,1715
393,-1010,223,1714
223,-680,223,1714
223,-680,223,1629
223,-680,223,1628
18,-368,210,1629
18,-368,210,1543
18,-368,210,1543
-196,-78,165,1542
-196,-78,165,1629
-196,-78,165,1629
-375,171,121,1628
-375,171,121,1629
-375,171,121,1628
-375,171,121,1629
-481,374,95,1628
-481,374,95,1543
-481,374,95,1543
-503,529,85,1543
-503,529,85,1543
-503,529,85,1543
-503,529,85,1543
-453,639,83,1542
-453,639,83,1543
-453,639,83,1543
-370,695,75,1544
-370,695,75,1542
-370,695,75,1543
-284,715,57,1543
-284,715,57,1542
-284,715,57,1543
-284,715,57,1543
-209,709,36,1543
-209,709,36,1543
-209,709,36,1543
-143,689,30,1543
-143,689,30,1542
-143,689,30,1543
-143,689,30,1543
-71,669,31,1543
-71,669,31,1457
-71,669,31,1457
-1,673,45,1457
-1,673,45,1372
-1,673,45,1371
-1,673,45,1372
44,701,66,1371
44,701,66,1372
44,701,66,1371
44,701,66,1371
55,766,95,1372
55,766,95,1371
55,766,95,1372
55,766,95,1371
27,868,130,1372
27,868,130,1457
27,868,130,1457
27,868,130,1457
-16,1004,169,1457
-16,1004,169,1629
-16,1004,169,1628
-63,1166,208,1629
-63,1166,208,1628
-63,1166,208,1629
-135,1352,245,1629
-135,1352,245,1714
-135,1352,245,1714
-135,1352,260,1714
-233,1541,260,1715
-233,1541,260,1714
-233,1541,260,1714
-347,1713,241,1715
-347,1713,241,1714
-347,1713,241,1714
-462,1869,206,1714
-462,1869,206,1715
-462,1869,206,1714
-563,2012,170,1714
-563,2012,170,1715
-563,2012,170,1714
-620,2149,142,1714
-620,2149,142,1714
-620,2149,142,1715
-605,2266,140,1714
-605,2266,140,1714
-605,2266,140,1715
-536,2292,173,1714
-536,2292,173,1714
-536,2292,173,1714
-439,2292,245,1715
-439,2292,245,1714
-439,2292,245,1714
-333,2292,334,1715
-333,2292,334,1714
-333,2292,334,1714
-222,2292,418,1714
-222,2292,418,1715
-222,2292,418,1714
-222,2292,418,1714
-103,2292,496,1715
-103,2292,496,1714
-103,2292,496,1714
-2,2292,573,1714
-2,2292,573,1543
-2,2292,573,1543
57,2292,658,1543
57,2292,658,1543
57,2292,658,1543
57,2292,745,1543
66,2292,745,1542
66,2292,745,1543
66,2292,745,1543
50,2292,820,1543
50,2292,820,1543
50,2292,820,1543
7,2292,884,1543
7,2292,884,1457
7,2292,884,1457
7,2292,884,1457
-54,2292,908,1457
-54,2292,908,1629
-54,2292,908,1628
-91,2292,857,1629
-91,2292,857,1628
-91,2292,857,1629
-91,2292,857,1629
-75,2292,739,1628
-75,2292,739,1629
-75,2292,739,1628
-3,2292,575,1629
-3,2292,575,1543
-3,2292,575,1543
105,2292,372,1542
105,2292,372,1629
105,2292,372,1629
105,2292,372,1628
235,2292,168,1629
235,2292,168,1628
235,2292,168,1629
365,2292,7,1628
365,2292,7,1458
365,2292,7,1457
433,2292,-86,1457
433,2292,-86,1628
433,2292,-86,1630
433,2292,-86,1628
384,2292,-119,1628
384,2292,-119,1714
384,2292,-119,1715
233,2292,-104,1714
233,2292,-104,1714
233,2292,-104,1715
39,2292,-58,1714
39,2292,-58,1543
39,2292,-58,1543
-149,2292,6,1542
-149,2292,6,1543
-149,2292,6,1543
-149,2292,6,1543
-323,2292,76,1543
-323,2292,76,1628
-323,2292,76,1629
-468,2292,135,1629
-468,2292,135,1714
-468,2292,135,1714
-566,2283,177,1714
-566,2283,177,1715
-566,2283,177,1714
-599,2151,220,1714
-599,2151,220,1715
-599,2151,220,1714
-599,2151,253,1714
-563,1912,253,1714
-563,1912,253,1715
-563,1912,253,1714
-452,1644,269,1714
-452,1644,269,1715
-452,1644,269,1714
-278,1359,267,1714
-278,1359,267,1714
-278,1359,267,1715
-75,1071,244,1714
-75,1071,244,1629
-75,1071,244,1628
115,789,206,1629
115,789,206,1543
115,789,206,1542
255,789,168,1543
255,537,168,1543
255,537,168,1543
255,537,168,1543
325,319,148,1543
325,319,148,1543
325,319,148,1542
330,131,147,1543
330,131,147,1543
330,131,147,1543
330,131,147,1543
287,-30,151,1543
287,-30,151,1543
287,-30,151,1542
225,-177,153,1543
225,-177,153,1629
225,-177,153,1628
225,-177,153,1629
162,-313,148,1629
162,-313,148,1628
162,-313,148,1629
116,-443,133,1628
116,-443,133,1629
116,-443,133,1628
99,-576,115,1629
99,-576,115,1543
99,-576,115,1543
99,-576,115,1543
104,-726,90,1542
104,-726,90,1543
104,-726,90,1543
125,-890,65,1544
125,-890,65,1542
125,-890,65,1543
149,-1053,42,1543
149,-1053,42,1628
149,-1053,42,1629
149,-1053,42,1628
159,-1212,12,1629
159,-1212,12,1628
159,-1212,12,1629
151,-1363,-20,1629
151,-1363,-20,1714
151,-1363,-20,1714
152,-1534,-57,1714
152,-1534,-57,1715
152,-1534,-57,1714
169,-1736,-99,1714
169,-1736,-99,1715
169,-1736,-99,1714
206,-1967,-147,1714
206,-1967,-147,1800
206,-1967,-147,1800
262,-2210,-207,1800
262,-2210,-207,1800
262,-2210,-207,1800
328,-2287,-286,1800
328,-2287,-286,1800
328,-2287,-286,1800
383,-2288,-380,1800
383,-2288,-380,1800
383,-2288,-380,1800
379,-2288,-481,1800
379,-2288,-481,1800
379,-2288,-481,1800
330,-2288,-573,1800
330,-2288,-573,1800
330,-2288,-573,1800
267,-2288,-658,1800
267,-2288,-658,1800
267,-2288,-658,1800
198,-2288,-736,1800
198,-2288,-736,1800
198,-2288,-736,1800
126,-2288,-798,1800
126,-2288,-798,1800
126,-2288,-798,1800
24,-2288,-840,1800
24,-2288,-840,1714
24,-2288,-840,1715
-140,-2288,-866,1714
-140,-2288,-866,1886
-140,-2288,-866,1885
-361,-2288,-891,1886
-361,-2288,-891,1886
-361,-2288,-891,1886
-557,-2288,-907,1885
-557,-2288,-907,1886
-557,-2288,-907,1886
-668,-2288,-914,1885
-668,-2288,-914,1886
-681,-2288,-914,1886
-681,-2288,-914,1886
-681,-2288,-914,1885
-600,-2288,-894,1886
-600,-2288,-894,1886
-600,-2288,-894,1885
-407,-2288,-809,1886
-407,-2288,-809,1886
-407,-2288,-809,1886
-119,-2288,-647,1885
-119,-2288,-647,1886
-119,-2288,-647,1886
222,-2288,-423,1885
222,-2288,-423,1800
222,-2288,-423,1800
543,-2288,-215,1800
543,-2288,-215,1800
543,-2288,-215,1800
777,-2288,-77,1800
777,-2288,-77,1715
777,-2288,-77,1714
848,-2288,-5,1714
848,-2288,-5,1629
848,-2288,-5,1628
719,-2288,-12,1629
719,-2288,-12,1714
719,-2288,-12,1715
477,-2288,-85,1714
477,-2288,-85,1714
477,-2288,-85,1714
242,-2287,-176,1715
242,-2287,-176,1800
242,-2287,-176,1800
97,-2180,-230,1800
97,-2180,-230,1714
97,-2180,-230,1714
78,-1886,-225,1715
78,-1886,-225,1714
78,-1886,-225,1714
154,-1581,-178,1714
154,-1581,-178,1800
154,-1581,-178,1800
263,-1304,-127,1800
263,-1304,-127,1800
263,-1304,-127,1800
332,-1062,-96,1800
332,-1062,-96,1715
332,-1062,-96,1714
334,-859,-101,1714
334,-859,-101,1715
334,-859,-101,1714
289,-704,-155,1714
289,-704,-155,1714
289,-704,-155,1715
289,-704,-155,1714
186,-576,-209,1714
186,-576,-209,1715
186,-576,-209,1714
111,-432,-199,1714
111,-432,-199,1714
111,-432,-199,1715
129,-307,-166,1714
129,-307,-166,1714
129,-307,-166,1715
157,-220,-125,1714
157,-220,-125,1714
157,-220,-125,1714
150,-157,-84,1715
150,-157,-84,1628
150,-157,-84,1629
121,-89,-42,1628
121,-89,-42,1543
121,-89,-42,1543
121,-89,-42,1543
91,-6,0,1543
91,-6,0,1200
91,-6,0,1200
91,-6,0,1200
54,90,51,1200
54,90,51,1286
54,90,51,1285
54,90,51,1286
2,193,100,1286
2,193,100,1371
2,193,100,1372
2,193,100,1372
-55,296,130,1370
-55,296,130,1543
-55,296,130,1543
-114,296,150,1544
-114,405,150,1628
-114,405,150,1628
-114,405,150,1629
-178,530,160,1628
-178,530,160,1629
-178,530,160,1628
-244,661,175,1629
-244,661,175,1629
-244,661,175,1628
-297,802,185,1629
-297,802,185,1628
-297,802,185,1629
-297,802,185,1628
-333,941,197,1629
-333,941,197,1629
-333,941,197,1628
-356,1067,203,1629
-356,1067,203,1714
-356,1067,203,1714
-354,1176,199,1715
-354,1176,199,1714
-354,1176,199,1714
-328,1265,196,1714
-328,1265,196,1715
-328,1265,196,1714
-286,1351,194,1714
-286,1351,194,1715
-286,1351,194,1714
-230,1447,195,1714
-230,1447,195,1714
-230,1447,195,1715
-166,1567,201,1714
-166,1567,201,1714
-166,1567,201,1715
-166,1567,222,1714
-96,1716,222,1714
-96,1716,222,1629
-96,1716,222,1628
-46,1898,251,1629
-46,1898,251,1628
-46,1898,251,1629
-26,2116,286,1629
-26,2116,286,1628
-26,2116,286,1629
-40,2276,328,1628
-40,2276,328,1629
-40,2276,328,1628
-40,2276,328,1629
-96,2292,363,1629
-96,2292,363,1628
-96,2292,363,1629
-174,2292,401,1628
-174,2292,401,1715
-174,2292,401,1714
-260,2292,441,1714
-260,2292,441,1714
-260,2292,441,1715
-351,2292,495,1714
-351,2292,495,1714
-351,2292,495,1715
-421,2292,560,1714
-421,2292,560,1714
-421,2292,560,1714
-450,2292,622,1715
-450,2292,622,1714
-450,2292,622,1714
-448,2292,687,1715
-448,2292,687,1714
-448,2292,687,1714
-448,2292,764,1714
-445,2292,764,1715
-445,2292,764,1714
-445,2292,764,1714
-399,2292,838,1715
-399,2292,838,1714
-399,2292,838,1714
-310,2292,867,1714
-310,2292,867,1715
-310,2292,867,1714
-209,2292,819,1714
-209,2292,819,1715
-209,2292,819,1714
-93,2292,693,1714
-93,2292,693,1629
-93,2292,693,1628
43,2292,530,1629
43,2292,530,1543
43,2292,530,1543
43,2292,530,1542
176,2292,378,1543
176,2292,378,1629
176,2292,378,1628
271,2292,262,1629
271,2292,262,1629
271,2292,262,1628
306,2292,195,1629
306,2292,195,1628
306,2292,195,1629
250,2292,175,1628
250,2292,175,1629
250,2292,175,1629
250,2292,175,1628
103,2292,185,1629
103,2292,185,1628
103,2292,185,1629
-85,2292,210,1628
-85,2292,210,1629
-85,2292,210,1629
-267,2292,243,1628
-267,2292,243,1714
-267,2292,243,1715
-422,2292,283,1714
-422,2292,283,1714
-422,2292,283,1715
-422,2292,330,1714
-549,2292,330,1714
-549,2292,330,1714
-549,2292,330,1715
-629,2292,384,1714
-629,2292,384,1714
-629,2292,384,1715
-633,2292,433,1714
-633,2292,433,1714
-633,2292,433,1714
-571,2292,470,1715
-571,2292,470,1714
-571,2292,470,1714
-457,2233,494,1715
-457,2233,494,1714
-457,2233,494,1714
-307,2050,508,1714
-307,2050,508,1715
-307,2050,508,1714
-124,1853,510,1714
-124,1853,510,1715
-124,1853,510,1714
66,1647,496,1714
66,1647,496,1544
66,1647,496,1542
66,1647,496,1543
231,1435,455,1543
231,1435,455,1628
231,1435,455,1629
354,1221,391,1628
354,1221,391,1629
354,1221,391,1628
411,1000,324,1629
411,1000,324,1629
411,1000,324,1628
411,1000,324,1629
397,779,265,1628
397,779,265,1543
397,779,265,1544
330,565,213,1542
330,565,213,1543
330,565,213,1543
229,352,164,1542
229,352,164,1543
229,352,164,1543
229,352,164,1543
120,137,122,1543
120,137,122,1543
120,137,122,1543
14,-66,85,1542
14,-66,85,1372
14,-66,85,1371
14,-66,85,1372
-78,-248,62,1371
-78,-248,62,1544
-78,-248,62,1542
-78,-248,62,1543
-148,-394,46,1543
-148,-394,46,1628
-148,-394,46,1629
-185,-515,33,1628
-185,-515,33,1629
-185,-515,33,1628
-179,-613,19,1629
-179,-613,19,1629
-179,-613,19,1628
-179,-613,9,1629
-146,-691,9,1543
-146,-691,9,1542
-146,-691,9,1543
-89,-762,-3,1543
-89,-762,-3,1544
-89,-762,-3,1542
-10,-834,-22,1543
-10,-834,-22,1628
-10,-834,-22,1629
-10,-834,-22,1628
79,-904,-44,1629
79,-904,-44,1543
