-3,11,1,1115
-3,11,1,1200
-3,11,1,1200
-2,10,3,1200
-2,10,3,1200
-2,10,3,1200
-2,10,3,1200
-2,10,2,1200
-2,10,2,1200
-2,10,2,1200
-2,10,2,1200
-2,10,2,1200
-1,14,0,1200
-1,14,0,1200
-1,14,0,1200
-1,14,0,1200
-3,12,0,1200
-3,12,0,1200
-3,12,0,1200
-3,12,0,1200
-6,10,-1,1200
-6,10,-1,1285
-6,10,-1,1286
-6,10,-1,1286
-6,10,-1,1285
-6,10,-2,1287
-6,10,-2,1285
-6,10,-2,1286
-6,10,-2,1285
-3,14,0,1286
-3,14,0,1200
-3,14,0,1200
-3,14,0,1200
-3,10,2,1200
-3,10,2,1200
-3,10,2,1200
-3,10,2,1200
-3,10,2,1200
-1,8,1,1200
-1,8,1,1114
-1,8,1,1115
-1,8,1,1114
-2,13,0,1114
-2,13,0,1200
-2,13,0,1200
-2,13,0,1201
-2,13,0,1199
-3,15,0,1200
-3,15,0,1200
-3,15,0,1200
-3,15,0,1201
-1,11,2,1199
-1,11,2,1200
-1,11,2,1200
-1,11,2,1200
-1,11,2,1201
-1,8,0,1199
-1,8,0,1114
-1,8,0,1115
-1,8,0,1114
-4,10,1,1114
-4,10,1,1200
-4,10,1,1200
-4,10,1,1200
-4,10,1,1200
-2,10,0,1200
-2,10,0,1200
-2,10,0,1200
-2,10,0,1200
-2,7,0,1200
-2,7,0,1115
-2,7,0,1114
-2,7,0,1114
-2,7,0,1114
-2,7,-1,1115
-2,7,-1,1200
-2,7,-1,1200
-2,7,-1,1200
-3,9,1,1200
-3,9,1,1114
-3,9,1,1114
-3,9,1,1115
-3,9,1,1114
-1,10,3,1114
-1,10,3,1200
-1,10,3,1200
-1,10,3,1201
-1,10,3,1199
-2,8,4,1200
-2,8,4,1114
-2,8,4,1115
-2,8,4,1114
-4,10,1,1114
-4,10,1,1200
-4,10,1,1200
-4,10,1,1200
-4,10,1,1200
-5,11,-3,1200
-5,11,-3,1286
-5,11,-3,1286
-5,11,-3,1285
-5,11,0,1287
-5,11,0,1199
-5,11,0,1200
-5,11,0,1200
-4,11,2,1200
-4,11,2,1201
-4,11,2,1199
-4,11,2,1200
-4,11,2,1200
-3,11,0,1200
-3,11,0,1201
-3,11,0,1199
-3,11,0,1200
-6,8,-3,1200
-6,8,-3,1200
-6,8,-3,1201
-6,8,-3,1199
-6,8,-3,1200
-6,6,-3,1200
-6,6,-3,1200
-6,6,-3,1201
-6,6,-3,1199
-4,7,-4,1200
-4,7,-4,1200
-4,7,-4,1200
-4,7,-4,1201
-4,7,-4,1199
-3,10,-3,1200
